year,monthreported,category,dayofweek,timeofday,location,bikebrand,lock,registered,propertyvalue
13,July,theft bicycle,Unknown,Unknown,LIBRARY,Virtue,U-Lock,No,350
13,April,theft bicycle,Unknown,Unknown,SAN RAFAEL RACKS,Gary Fisher,U-Lock,Yes,370
13,February,theft bicycle,Unknown,Unknown,FT RACKS,Haro,U-Lock,Yes,375
13,February,theft bicycle,Unknown,Unknown,SANTA CATALINA RACKS,Haro,U-Lock,Yes,375
13,November,theft bicycle,Unknown,Unknown,STORKE HOUSING RACKS,Masi,Cable Lock,No,390
13,November,theft bicycle,Unknown,Unknown,BUS LOOP RACKS,Giant,Not listed,Yes,400
13,June,theft bicycle,Unknown,Unknown,ANACAPA RACKS,Trek,Not listed,Yes,416
13,May,theft bicycle,Unknown,Unknown,SAN RAF RACKS,Unknown,U-Lock,No,420
13,September,theft bicycle,Unknown,Unknown,CAMPBELL HALL RACKS,Giant,U-Lock,No,430
13,October,theft bicycle,Unknown,Unknown,SANTA YNEZ RACKS,GT,Combo,Yes,500
13,November,theft bicycle,Unknown,Unknown,"ARGUELLA, LAS ENCINAS QUAD (MANZANITA) RACKS",Giant,Cable Lock,No,520
13,June,theft bicycle,Unknown,Unknown,ARROWHEAD VILLAGE RACKS,Trek,Cable Lock,Yes,530
13,January,theft bicycle,Unknown,Unknown,SANTA CATALINA,Trek,U-Lock,No,580
13,January,theft bicycle,Unknown,Unknown,SANTA CATALINA RACKS,Fuji,Cable Lock,No,620
13,March,theft bicycle,Unknown,Unknown,SANTA CATALINA RACKS,Scott,Cable Lock,No,670
13,December,theft bicycle,Unknown,Unknown,STORKE FAMILY HOUSING RACKS,Electra,Cable Lock,No,715
13,February,theft bicycle,Unknown,Unknown,SANTA CATALINA RACKS,Gary Fisher,Cable Lock,Yes,720
13,February,theft bicycle,Unknown,Unknown,SANTA CATALINA RACKS,Gary Fisher,Cable Lock,Yes,720
13,March,theft bicycle,Unknown,Unknown,"LA CUMBRE, LA PATERA QUAD RACKS",Scott,U-Lock,No,818
13,April,theft bicycle,Unknown,Unknown,SANTA CATALINA RACKS,Trek,U-Lock,Yes,1015
13,October,theft bicycle,Wednesday,1600-2400,LIBRARY RACKS,Gitane,U-Lock,No,170
13,December,theft bicycle,Wednesday,1600-2400,BROIDA HALL RACKS,Retrospec,Not listed,Yes,200
13,May,theft bicycle,Wednesday,1600-2400,ANACAPA RACKS,3G,Not Locked,Yes,200
13,February,theft bicycle,Wednesday,2400-0800,LIBRARY RACKS,3GGG,U-Lock,No,210
13,March,theft bicycle,Wednesday,1600-2400,RECCEN,Firmstrong,U-Lock,No,250
13,June,theft bicycle,Wednesday,0800-1600,HSSB RACKS,Retrospect,U-Lock,No,250
13,May,theft bicycle,Wednesday,1600-2400,ARBOR RACK,Micargi,Not listed,No,311
13,September,theft bicycle,Wednesday,0800-1600,POLLOCK THEATRE RACKS,Klein,U-Lock,No,438
13,September,theft bicycle,Wednesday,1600-2400,BIOII,Giant,Not listed,No,490
13,May,theft bicycle,Wednesday,0800-1600,SAN RAFAEL RACKS,Unknown,Not Locked,No,500
13,July,theft bicycle,Wednesday,0800-1600,LIBRARY,Trek,U-Lock,No,570
13,February,theft bicycle,Wednesday,1600-2400,GIRVETZ RACKS,MTB,U-Lock,Yes,800
14,March,theft bicycle,Friday,Unknown,ENGII,Urban,Cable Lock,No,100
14,December,theft bicycle,Friday,2400-0800,SANTA CATALINA RACKS,Pacific,U-Lock,No,115
14,May,theft bicycle,Friday,1600-2400,SANNIC RACKS,Freedom,U-Lock,Yes,120
14,March,theft bicycle,Friday,0800-1600,CAMPBELL HALL RACKS,Electra,Not listed,Yes,200
14,November,theft bicycle,Friday,0800-1600,MUSIC,Fuji,Not Locked,Yes,200
14,January,theft bicycle,Friday,0800-1600,CAMPBELL RACKS,Unknown,U-Lock,Yes,220
14,July,theft bicycle,Monday,0800-1600,CHEMISTRY RACKS,unknown,U-Lock,No,50
14,December,theft bicycle,Monday,0800-1600,CHEMISTRY RACKS,Varsity,Not Locked,No,120
14,July,theft bicycle,Monday,2400-0800,DONNER QUAD RACKS,Schwinn,Cable Lock,Yes,120
14,December,theft bicycle,Monday,2400-0800,MSI BEACH,Sku,Not listed,No,140
14,May,theft bicycle,Monday,0800-1600,IV THEATRE RACKS,Haro,Cable Lock,No,210
14,June,theft bicycle,Monday,2400-0800,STORKE FAMILY HOUSING O/S RACK,Trek,Cable Lock,No,220
14,June,theft bicycle,Monday,1600-2400,ARBOR,Freedom,U-Lock,No,284
14,March,theft bicycle,Monday,2400-0800,ENCINO,Pacific,Chain Lock,Yes,400
14,March,theft bicycle,Monday,0800-1600,STUDENT HEALTH RACKS,Etape,Not Locked,No,450
14,August,theft bicycle,Monday,0800-1600,SYA RACKS,Giant,Not listed,Yes,450
14,April,theft bicycle,Saturday,1600-2400,ENGII,Unknown,Cable Lock,No,73
14,February,theft bicycle,Saturday,2400-0800,FT RACKS,Unknown,Not listed,Yes,150
14,September,theft bicycle,Saturday,1600-2400,DEANZA,Unknown,Cable Lock,No,180
14,July,theft bicycle,Saturday,Unknown,SYA RACK,Firmstrong,Cable Lock,No,295
14,May,theft bicycle,Saturday,2400-0800,EVENTSCENTER,Electra,U-Lock,Yes,375
14,February,theft bicycle,Saturday,2400-0800,LIBRARY,Merciar,Cable Lock,Yes,400
14,February,theft bicycle,Saturday,1600-2400,NORTH HALL RACKS,Specialized,Cable Lock,No,810
14,April,theft bicycle,Sunday,0800-1600,WEST CAMPUS FH RACKS,Unknown,Not Locked,No,50
14,April,theft bicycle,Sunday,2400-0800,WESTCAMPUS,Fiji,Not Locked,No,140
14,March,theft bicycle,Sunday,2400-0800,SYA RACKS,Unknown,Not Locked,No,180
14,October,theft bicycle,Sunday,1600-2400,UCEN RACKS,Unknown,Not listed,No,200
14,April,theft bicycle,Sunday,1600-2400,ARROWHEAD RACKS,Softride,Not Locked,No,250
14,January,theft bicycle,Sunday,0800-1600,PHELPS,Specialized,Not Locked,No,275
14,September,theft bicycle,Sunday,1600-2400,MUSIC,Trek,Cable Lock,No,555
14,April,theft bicycle,Thursday,0800-1600,STORKE HOUSING (SEQUOIA) RACKS,Univega,Not Locked,No,50
14,October,theft bicycle,Thursday,0800-1600,GIRVETZ,Nishiki,Not listed,No,190
14,October,theft bicycle,Thursday,1600-2400,GIRVETZ,Schwinn,U-Lock,No,215
14,October,theft bicycle,Thursday,0800-1600,CAMPBELL RACKS,Skykomish,U-Lock,Yes,220
14,October,theft bicycle,Thursday,0800-1600,PSYCHOLOGY,Unknown,Not listed,No,270
14,March,theft bicycle,Thursday,1600-2400,BROIDA RACKS,Saronni,U-Lock,No,330
14,March,theft bicycle,Tuesday,2400-0800,CHEMISTRY RACKS,Unknown,Not Locked,No,100
14,May,theft bicycle,Tuesday,1600-2400,HARDER STADIUM RACKS,Schwinn,U-Lock,Yes,163
14,June,theft bicycle,Tuesday,0800-1600,ARTS,Fixie,U-Lock,No,170
14,October,theft bicycle,Tuesday,0800-1600,CHEMISTRY,fixie,U-Lock,No,170
14,November,theft bicycle,Tuesday,1600-2400,HSSB,Fixie,Not Locked,No,200
14,June,theft bicycle,Tuesday,2400-0800,LA PATERA RACKS,Bianchi,Not listed,Yes,275
14,October,theft bicycle,Tuesday,2400-0800,SYA RACKS,Motobecane,Other,Yes,300
14,July,theft bicycle,Tuesday,0800-1600,CHEMISTRY RACKS,Retrospective,U-Lock,Yes,300
14,December,theft bicycle,Tuesday,1600-2400,HSSB RACKS,Navara,U-Lock,No,520
14,October,theft bicycle,Tuesday,1600-2400,BROIDA RACKS,Cannondale,Cable Lock,Yes,530
14,December,theft bicycle,Unknown,Unknown,ANACAPA RACKS,Mongoose,Cable Lock,No,20
14,June,theft bicycle,Unknown,Unknown,ECEN RACKS,Schwinn,Not Locked,Yes,20
14,June,theft bicycle,Unknown,Unknown,FT RACKS,Next,Combo,No,40
14,January,theft bicycle,Unknown,Unknown,SANTA CATALINA RACKS,Schwinn,Not Locked,Yes,50
14,April,theft bicycle,Unknown,Unknown,SANTA ROSA RACKS,Schwinn,U-Lock,No,60
14,April,theft bicycle,Unknown,Unknown,ARTS RACKS,Unknown,Other,No,65
14,June,theft bicycle,Unknown,Unknown,HSSB RACKS,Giant,Cable Lock,Yes,70
14,June,theft bicycle,Unknown,Unknown,"STORKE HOUSING, BIRCH WALK RACKS",Mongoose,Cable Lock,No,90
14,May,theft bicycle,Unknown,Unknown,EMBARCADERO HALL,Unknown,U-Lock,Yes,95
14,May,theft bicycle,Unknown,Unknown,"STORKE FAMILY HOUSING, ACACIA WALK RACKS",Next,Not listed,No,100
14,November,theft bicycle,Unknown,Unknown,SANTA CRUZ,Magna,Cable Lock,Yes,100
14,August,theft bicycle,Unknown,Unknown,SYA RACKS,Ishiki,U-Lock,No,120
14,December,theft bicycle,Unknown,Unknown,SAN MIGUEL RACKS,Canyon River,U-Lock,Yes,120
14,May,theft bicycle,Unknown,Unknown,FT RACKS,Raleigh,U-Lock,Yes,120
14,May,theft bicycle,Unknown,Unknown,BREN,Diamondback,Cable Lock,Yes,135
14,July,theft bicycle,Unknown,Unknown,LIBRARY RACKS,Huffy,U-Lock,Yes,138
14,March,theft bicycle,Unknown,Unknown,BUS LOOP RACKS,Schwinn,Cable Lock,No,140
14,February,theft bicycle,Unknown,Unknown,SAN CAT RACKS,Huffy,Cable Lock,Yes,140
14,May,theft bicycle,Unknown,Unknown,SYA RACKS,Huffy,Combo,Yes,140
14,November,theft bicycle,Unknown,Unknown,SAN MIGURL RACKS,American Flyer,U-Lock,Yes,140
14,February,theft bicycle,Unknown,Unknown,FT RACKS,Avalon,U-Lock,Yes,145
14,November,theft bicycle,Unknown,Unknown,FT RACKS,Specialized,Cable Lock,No,150
14,November,theft bicycle,Unknown,Unknown,SANTA ROSA RACKS,American Flyer,Cable Lock,Yes,150
14,January,theft bicycle,Unknown,Unknown,ECEN RACKS,Upland,Cable Lock,Yes,150
14,June,theft bicycle,Unknown,Unknown,SYA RACKS,Unknown,Combo,Yes,150
14,December,theft bicycle,Unknown,Unknown,SANTA ROSA RACKS,Huffy,Not listed,Yes,150
14,March,theft bicycle,Unknown,Unknown,SANTA CRUZ RACKS,Micargi,Not Locked,Yes,150
14,May,theft bicycle,Unknown,Unknown,CARRILLO,3G,U-Lock,Yes,150
14,December,theft bicycle,Unknown,Unknown,SANTA CRUZ,Retroepect,U-Lock,Yes,150
14,May,theft bicycle,Unknown,Unknown,EMBARCADERO HALL RACKS,American Flyer,Cable Lock,No,155
14,May,theft bicycle,Unknown,Unknown,STORKE FAMILY HOUSING RACKS,Vilano,Cable Lock,No,165
14,March,theft bicycle,Unknown,Unknown,DONNER VILLAGE RACKS,Firmstrong,Cable Lock,No,170
14,November,theft bicycle,Unknown,Unknown,SANTA ROSA RACKS,Skull & Bones,Cable Lock,No,170
14,February,theft bicycle,Unknown,Unknown,WESTWIND RACKS,Thruster,Cable Lock,Yes,170
14,March,theft bicycle,Unknown,Unknown,SANTA CRUZ RACKS,Trek,Cable Lock,No,180
14,May,theft bicycle,Unknown,Unknown,ANACAPA RACKS,Thruster,Cable Lock,Yes,180
14,July,theft bicycle,Unknown,Unknown,WCFH RACKS,Trek,Cable Lock,Yes,200
14,November,theft bicycle,Unknown,Unknown,"SAN CLEMENTE, BRADBURY, SAN CLEMENTE - RACKS",Thrust,Cable Lock,No,205
14,July,theft bicycle,Unknown,Unknown,STORKEHOUSING,Schwinn,U-Lock,No,210
14,October,theft bicycle,Unknown,Unknown,DONNER RACKS,Fuji,Cable Lock,Yes,212
14,February,theft bicycle,Unknown,Unknown,DONNER VILLAGE RACKS,Diamondback,Combo,Yes,215
14,October,theft bicycle,Unknown,Unknown,SANTA ROSA RACKS,Marfic,U-Lock,Yes,215
14,August,theft bicycle,Unknown,Unknown,SAN NIC RACKS,Diamondback,Cable Lock,Yes,220
14,February,theft bicycle,Unknown,Unknown,WESTWINDS APT. RACKS,Electra,U-Lock,Yes,220
14,May,theft bicycle,Unknown,Unknown,SYA RACKS,Firmstrong,Cable Lock,Yes,230
14,April,theft bicycle,Unknown,Unknown,SAN RAF RACKS,Firmstrong,U-Lock,Yes,230
14,January,theft bicycle,Unknown,Unknown,GAVIOTA HOUSE (LA PATERA) RACKS,Raleigh,U-Lock,Yes,230
14,June,theft bicycle,Unknown,Unknown,RECCEN TRACK,Vilano,U-Lock,No,240
14,December,theft bicycle,Unknown,Unknown,ORTEGA RACKS,Nishiki,U-Lock,No,250
14,April,theft bicycle,Unknown,Unknown,STUDENT HEALTH,Firmstrong,Not listed,Yes,250
14,January,theft bicycle,Unknown,Unknown,BUS LOOP,Trek,Not listed,Yes,250
14,September,theft bicycle,Unknown,Unknown,SAN NIC RACKS,Trek,Not listed,Yes,250
14,May,theft bicycle,Unknown,Unknown,FT RACKS,Trek,Not Locked,Yes,250
14,May,theft bicycle,Unknown,Unknown,CAESERSTADIUM,Retrospect,Cable Lock,Yes,270
14,April,theft bicycle,Unknown,Unknown,THEATRE & DANCE RACKS,Schwinn,Cable Lock,No,275
14,June,theft bicycle,Unknown,Unknown,FT RACKS,Unknown,U-Lock,No,280
14,June,theft bicycle,Unknown,Unknown,SAN MIGUEL RACKS,Electra,U-Lock,Yes,280
14,October,theft bicycle,Unknown,Unknown,SYA IFO,Specialized,Not listed,No,300
14,November,theft bicycle,Unknown,Unknown,SAN RAFAEL RACKS,Unknown,Cable Lock,No,320
14,January,theft bicycle,Unknown,Unknown,SAN CLEMENTE RACKS,Unknown,U-Lock,No,320
14,April,theft bicycle,Unknown,Unknown,FT RACKS,Trek,Cable Lock,Yes,320
14,February,theft bicycle,Unknown,Unknown,ANACAPA RACKS,Pure Fix,Not Locked,No,325
14,May,theft bicycle,Unknown,Unknown,BUS LOOP RACKS,Trek,Cable Lock,No,330
14,January,theft bicycle,Unknown,Unknown,HSSB,Trek,U-Lock,,335
14,November,theft bicycle,Unknown,Unknown,SANTA ROSA RACKS,KHS,Cable Lock,No,400
14,October,theft bicycle,Unknown,Unknown,SYA RACKS,XDS,Cable Lock,No,400
14,April,theft bicycle,Unknown,Unknown,SYA RACKS,Dawes,U-Lock,No,400
14,August,theft bicycle,Unknown,Unknown,SAN NIC RACKS,Fuji,Cable Lock,No,430
14,January,theft bicycle,Unknown,Unknown,FT RACKS,Specialized,Cable Lock,Yes,430
14,May,theft bicycle,Unknown,Unknown,ROB GYM RACKS,Slite,Cable Lock,No,495
14,May,theft bicycle,Unknown,Unknown,ENCINO VILLAGE RACKS,Centurion,Other,No,505
14,October,theft bicycle,Unknown,Unknown,"ENCINO VILLAGE, MANZ",Shadow Nine,Padlock,No,550
14,March,theft bicycle,Unknown,Unknown,DONNER VILLAGE RACKS,Peugeot,U-Lock,No,550
14,April,theft bicycle,Unknown,Unknown,CHEMISTRY,Specialized,Cable Lock,No,640
14,May,theft bicycle,Unknown,Unknown,SYA RACKS,Trek,Cable Lock,No,640
14,July,theft bicycle,Unknown,Unknown,FT,masi,U-Lock,No,710
14,October,theft bicycle,Unknown,Unknown,POLLOCK THEATRE,Kona,Cable Lock,No,725
14,June,theft bicycle,Unknown,Unknown,CAMPBELL HALL RACKS,Novara,U-Lock,No,815
14,May,theft bicycle,Unknown,Unknown,FT RACKS,Mercier,Cable Lock,No,1030
14,July,theft bicycle,Unknown,Unknown,SYA RACKS,Masi,U-Lock,No,1111
14,December,theft bicycle,Wednesday,1600-2400,ENGII,Vilano,U-Lock,No,125
14,June,theft bicycle,Wednesday,1600-2400,LIBRARY,Pure Fix,U-Lock,No,190
14,December,theft bicycle,Wednesday,2400-0800,SAN NICOLAS,Fuji,U-Lock,Yes,190
14,November,theft bicycle,Wednesday,0800-1600,BUS LOOP,unknown,Not Locked,No,200
14,August,theft bicycle,Wednesday,2400-0800,SYA RACKS,Univega,U-Lock,Yes,234
14,August,theft bicycle,Wednesday,1600-2400,BUS LOOP RACKS,Specialized,U-Lock,Yes,250
14,April,theft bicycle,Wednesday,0800-1600,LIBRARY RACKS,Unknown,Not Locked,No,269
14,July,theft bicycle,Wednesday,Unknown,WOODHOUSE LAB RACK,DB7,U-Lock,No,325
14,August,theft bicycle,Wednesday,Unknown,SSMS RACKS,Unknown,U-Lock,Yes,330
14,June,theft bicycle,Wednesday,1600-2400,MUSIC RACKS,Fixie,Not listed,No,360
14,August,theft bicycle,Wednesday,2400-0800,SYA RACKS,Fuji,U-Lock,No,524
14,July,theft bicycle,Wednesday,1600-2400,BROIDA RACKS,Trek,Not listed,No,800
15,November,theft bicycle,Friday,Unknown,HSSB RACKS,Focus,U-Lock,Yes,115
15,September,theft bicycle,Friday,1600-2400,SRB RACKS,Virtue,Not Locked,Yes,600
15,October,theft bicycle,Monday,0800-1600,STUDENT HEALTH,Schwinn,Not Locked,Yes,75
15,November,theft bicycle,Monday,0800-1600,TROPICANA DEL NORTE,Schwinn,Not Locked,No,100
15,March,theft bicycle,Monday,1600-2400,THUNDERDOME,Fuji,Not listed,Yes,100
15,July,theft bicycle,Monday,1600-2400,FT RACKS,GT,Not listed,No,400
15,February,theft bicycle,Monday,0800-1600,CHEMISTRY IFO,State,Not Locked,No,400
15,November,theft bicycle,Monday,0800-1600,HSSB,Raleigh,Not Locked,Yes,400
15,February,theft bicycle,Monday,2400-0800,SYA O/S,Specialized,Not listed,No,525
15,April,theft bicycle,Monday,2400-0800,SYA,Specialized,Cable Lock,No,915
15,April,theft bicycle,Saturday,0800-1600,PSYCHOLOGY ADDITION RACKS,Unknown,Not Locked,Yes,100
15,March,theft bicycle,Saturday,1600-2400,SYA RACKS,Schwinn,Other,Yes,100
15,April,theft bicycle,Saturday,2400-0800,SYA RACKS,DiamondBack,Chain Lock,Yes,170
15,October,theft bicycle,Saturday,0800-1600,SANTA CATALINA,Diamondback,Not Locked,No,200
15,July,theft bicycle,Saturday,1600-2400,STORKEHOUSING,Zivid,Chain Lock,No,220
15,September,theft bicycle,Saturday,1600-2400,STORKE TOWER,Swinn,U-Lock,No,250
15,October,theft bicycle,Sunday,1600-2400,PARKING LOT 9,Unknown,Combo,No,90
15,May,theft bicycle,Sunday,2400-0800,SAN RAFAEL RACKS,FUGI,U-Lock,Yes,100
15,February,theft bicycle,Sunday,1600-2400,SYA RACK,Kent,Cable Lock,No,230
15,February,theft bicycle,Sunday,0800-1600,BRADBURY VILLAGE,Giant,Not Locked,No,500
15,January,theft bicycle,Thursday,0800-1600,ARBOR RACKS,Gary Fisher,Cable Lock,Yes,110
15,June,theft bicycle,Thursday,0800-1600,MUSIC,Huffy,U-Lock,Yes,110
15,February,theft bicycle,Thursday,1600-2400,CARRILLO COMMONS O/S,Avalon,U-Lock,Yes,120
15,November,theft bicycle,Thursday,2400-0800,MANZANITA VILLAGE,Unknown,Not listed,No,200
15,November,theft bicycle,Thursday,1600-2400,PHELPS RACKS,SE,Not listed,Yes,400
15,November,theft bicycle,Tuesday,2400-0800,SYA RACKS,Unknown,Combo,No,170
15,October,theft bicycle,Tuesday,1600-2400,SOUTHHALL,Arbor,Not Locked,No,180
15,May,theft bicycle,Tuesday,0800-1600,FT RACKS,Firmstrong,Combo,Yes,180
15,October,theft bicycle,Tuesday,0800-1600,SANTA CATALINA,Saddleback,Cable Lock,No,200
15,February,theft bicycle,Tuesday,0800-1600,MUSIC RACKS,6KU,U-Lock,Yes,250
15,September,theft bicycle,Tuesday,0800-1600,LOT 30,Unknown,Not Locked,No,5000
15,November,theft bicycle,Unknown,Unknown,SANTA ROSA RACKS,Phat,U-Lock,Yes,40
15,September,theft bicycle,Unknown,Unknown,ENGII,GT,Cable Lock,No,75
15,October,theft bicycle,Unknown,Unknown,SAN MIGUEL,American Flyer,U-Lock,Yes,75
15,July,theft bicycle,Unknown,Unknown,ENCINO VILLAGE RACKS,Firmstrong,U-Lock,Yes,75
15,March,theft bicycle,Unknown,Unknown,SANNIC RACKS,Phat,U-Lock,Yes,85
15,July,theft bicycle,Unknown,Unknown,SANTA ROSA RACKS,Specialized,Cable Lock,Yes,90
15,October,theft bicycle,Unknown,Unknown,DLG,Firmstrong,Not Locked,No,100
15,November,theft bicycle,Unknown,Unknown,DLG,Road Master,Not Locked,No,100
15,July,theft bicycle,Unknown,Unknown,SYA O/S,Mongoose,Cable Lock,Yes,100
15,April,theft bicycle,Unknown,Unknown,FT RACKS,Thruster,Not listed,No,108
15,November,theft bicycle,Unknown,Unknown,ANACAPA,Specialized,Chain Lock,Yes,115
15,March,theft bicycle,Unknown,Unknown,CAMPBELL HALL RACKS,Magna,Not listed,Yes,115
15,May,theft bicycle,Unknown,Unknown,BRADBURY O/S,Trek,Cable Lock,No,130
15,October,theft bicycle,Unknown,Unknown,SAN NICOLAS,Schwinn,Not Locked,Yes,140
15,October,theft bicycle,Unknown,Unknown,CHEMISTRY,Unknown,U-Lock,No,150
15,March,theft bicycle,Unknown,Unknown,SAN CLEMENTE RACKS,Unknown,Chain Lock,No,160
15,June,theft bicycle,Unknown,Unknown,PENDOLA RACKS,Schwinn,Combo,Yes,170
15,May,theft bicycle,Unknown,Unknown,FT RACKS,Huffy,Not listed,Yes,170
15,February,theft bicycle,Unknown,Unknown,STORKE FAMILY HSNG RACKS,Schwinn,Cable Lock,No,175
15,September,theft bicycle,Unknown,Unknown,MANZ RACKS,Nashik,Cable Lock,Yes,180
15,October,theft bicycle,Unknown,Unknown,SOUTH HALL,Kromica,U-Lock,Yes,180
15,December,theft bicycle,Unknown,Unknown,SAN CLEMENTE,Riverside,Not listed,No,194
15,October,theft bicycle,Unknown,Unknown,UCEN,Raleigh,Cable Lock,No,198
15,June,theft bicycle,Unknown,Unknown,SANMIGUEL RACKS,Schwinn,U-Lock,Yes,200
15,July,theft bicycle,Unknown,Unknown,FT RACKS,Schwinn,U-Lock,No,211
15,October,theft bicycle,Unknown,Unknown,SAN NICOLAS,Purefix,U-Lock,Yes,250
15,November,theft bicycle,Unknown,Unknown,WEST CAMPUS FAMILY HOUSING,Trek,Cable Lock,No,270
15,March,theft bicycle,Unknown,Unknown,SANTA CATALINA,Sku,U-Lock,Yes,270
15,January,theft bicycle,Unknown,Unknown,FT RACKS,6KU,U-Lock,No,280
15,July,theft bicycle,Unknown,Unknown,SYA RACKS,Fit,U-Lock,No,300
15,March,theft bicycle,Unknown,Unknown,WEST CAMPUS FH,Phat,Cable Lock,Yes,300
15,June,theft bicycle,Unknown,Unknown,FT RACKS,Schwinn,Cable Lock,Yes,300
15,March,theft bicycle,Unknown,Unknown,SANTA CATALINA FT,Pure,Combo,Yes,300
15,August,theft bicycle,Unknown,Unknown,ARROWHEAD RACKS,Vilano,Cable Lock,No,350
15,July,theft bicycle,Unknown,Unknown,SYA RACKS,Critical Cycles,Not listed,Yes,350
15,November,theft bicycle,Unknown,Unknown,SYA RACKS,Gary Fisher,Not Locked,No,400
15,February,theft bicycle,Unknown,Unknown,STORKE HOUSING RACKS,Trek,Not listed,Yes,400
15,January,theft bicycle,Unknown,Unknown,SAN RAFAEL RACKS,DiamondBack,U-Lock,Yes,400
15,May,theft bicycle,Unknown,Unknown,ANACAPA RACKS,GT,U-Lock,Yes,400
15,April,theft bicycle,Unknown,Unknown,STORKEHOUSING,Specialized,Cable Lock,No,415
15,February,theft bicycle,Unknown,Unknown,ENGI,SE,Chain Lock,No,420
15,June,theft bicycle,Unknown,Unknown,SANTA ROSA RACKS,Raleigh,U-Lock,No,430
15,October,theft bicycle,Unknown,Unknown,STORKEHOUSING,Specialized,U-Lock,No,430
15,May,theft bicycle,Unknown,Unknown,SANTA CRUZ RACKS,GT,Not Locked,Yes,500
15,July,theft bicycle,Unknown,Unknown,LOT 30,FX,U-Lock,No,529
15,February,theft bicycle,Unknown,Unknown,STORKE HOUSING IFO,Specialized,Cable Lock,No,545
15,January,theft bicycle,Unknown,Unknown,UCPD,Giant,Not listed,No,559
15,July,theft bicycle,Unknown,Unknown,THEATRE & DANCE RACKS,Giant,U-Lock,No,640
15,May,theft bicycle,Unknown,Unknown,ANACAPA EXT,Specialized,U-Lock,Yes,720
15,January,theft bicycle,Unknown,Unknown,S. CRUZ RACK,Specialized,Cable Lock,No,730
15,June,theft bicycle,Unknown,Unknown,SAN CLEMENTE RACKS,Trek,U-Lock,No,750
15,June,theft bicycle,Unknown,Unknown,STORKEHOUSING,Trek,Cable Lock,No,980
15,April,theft bicycle,Wednesday,0800-1600,LIBRARY RACKS,American Flyer,Cable Lock,Yes,75
15,October,theft bicycle,Wednesday,0800-1600,ANACAPA,Geulhem,Not listed,Yes,80
15,February,theft bicycle,Wednesday,0800-1600,SRB RACKS,Pacific Revolution,U-Lock,No,110
15,August,theft bicycle,Wednesday,Unknown,SANTA YNEZ,Schwinn,Not Locked,Yes,150
15,January,theft bicycle,Wednesday,0800-1600,SANTA ROSA RACKS,Schwinn,Cable Lock,No,330
15,July,theft bicycle,Wednesday,0800-1600,SOUTH HALL RACKS,Mercier,Not Locked,Yes,400
16,May,theft bicycle,Friday,08:00-16:00,GGSE - GIRVERTZ GRAD SCH OF EDUC,Huffy,Not Locked,Yes,100
16,May,theft bicycle,Friday,16:00-24:00,REC-CENTER BIKE RACK,Schwinn,Not Locked,No,150
16,July,theft bicycle,Friday,24:00-08:00,FSH WEST CAMPUS FAMILY HOUSING RACKS NEAR 734,Vilano,Cable Lock,No,220
16,November,theft bicycle,Friday,08:00-16:00,SANTA CATALINA (FT) 10217 S TOWER,Schwinn,Other,Yes,225
16,July,theft bicycle,Friday,08:00-16:00,BUS LOOP,Big Mountain,Combo,No,250
16,February,theft bicycle,Friday,16:00-24:00,TROPICANA VILLAS,Hybrid,Cable Lock,No,330
16,April,theft bicycle,Friday,08:00-16:00,DAVIDSON LIBRARY BIKE RACKS,Sku,Not Listed,Yes,350
16,November,theft bicycle,Monday,08:00-16:00,SANTA CATALINA (FT),American Flyer,Not Locked,Yes,100
16,March,theft bicycle,Monday,08:00-16:00,SANTA ROSA RES HALL BIKE RACKS,Zcycle,U-Lock,Yes,225
16,June,theft bicycle,Monday,Unknown,TROPICANA GARDENS,GKU,U-Lock,No,250
16,September,theft bicycle,Monday,16:00-24:00,DAVIDSON LIBRARY WEST SIDE,Diamondback,U-Lock,Yes,270
16,May,theft bicycle,Monday,08:00-16:00,HSSB NR 1124,SE Monterey,U-Lock,No,300
16,October,theft bicycle,Monday,08:00-16:00,TROPICANA GARDENS,Could9,Not Locked,No,376
16,September,theft bicycle,Monday,08:00-16:00,THEATER & DANCE RACK,Firmstrong,Not Locked,Yes,400
16,September,theft bicycle,Monday,16:00-24:00,FSH STORKE FAMILY HOUSING,Trek,Cable Lock,No,530
16,June,theft bicycle,Saturday,08:00-16:00,PHELPS HALL BIKE RACKS NORTH OF CAMPBELL HALL,Schwinn,Chain Lock,No,100
16,November,theft bicycle,Saturday,16:00-24:00,STUDENT RESOURCE BLDG,Kent Terra,Not Locked,Yes,100
16,August,theft bicycle,Saturday,08:00-16:00,ASBIKESHOP,Unknown,Not Listed,No,115
16,January,theft bicycle,Saturday,Unknown,SANTA CATALINA (FT) BIKE RACK NEAR PORTOLA DINING COMMONS,Schwinn,Not Locked,No,230
16,September,theft bicycle,Saturday,16:00-24:00,SAN RAFAEL RES HALL TOWER,Specialized,Not Locked,No,300
16,July,theft bicycle,Saturday,08:00-16:00,LOWER MSI - MSI BEACH BIKE RACKS,,Cable Lock,No,440
16,July,theft bicycle,Saturday,16:00-24:00,REC-CENTER,Felt,Cable Lock,No,550
16,September,theft bicycle,Sunday,24:00-08:00,FSH WEST CAMPUS FAMILY HOUSING,Fixie,Not Listed,No,0
16,February,theft bicycle,Sunday,16:00-24:00,MUSIC RACKS,Unknown,Cable Lock,Yes,270
16,February,theft bicycle,Sunday,Unknown,IVFOOTPATROL,Trek,Not Locked,Yes,280
